no.fibres,mean.prob,median.prob,sd.prob,Q3,Q1,margin,ci.lower,ci.upper
1722,3.6270342996414125e-4,4.5660783008323873e-4,2.339509639084803e-4,5.472594695895406e-4,9.005542927882544e-5,1.451775352090054e-5,3.481856764432407e-4,3.772211834850418e-4
1723,3.6190224654755173e-4,4.554389757348569e-4,2.336547832779748e-4,5.464990956355264e-4,8.92373883991901e-5,1.4499374124981378e-5,3.4740287242257035e-4,3.764016206725331e-4
1724,3.6110282481799757e-4,4.542720921125043e-4,2.3335841930077598e-4,5.45296855592808e-4,8.842608657019521e-5,1.4480983351540797e-5,3.4662184146645676e-4,3.7558380816953837e-4
1725,3.603051594173593e-4,4.53107181570207e-4,2.330618764166317e-4,5.440553344383544e-4,8.762147662224998e-5,1.4462581476085956e-5,3.4584257794127336e-4,3.7476774089344525e-4
1726,3.595092450214425e-4,4.519442464211362e-4,2.327651590477077e-4,5.428183499987667e-4,8.682351161524526e-5,1.4444168773032961e-5,3.450650762484096e-4,3.7395341379447547e-4
1727,3.5871507633971136e-4,4.507832889378125e-4,2.3246827159846824e-4,5.419939923445472e-4,8.603214483871676e-5,1.4425745515699458e-5,3.442893308240119e-4,3.731408218554108e-4
1728,3.5792264811502003e-4,4.496243113523073e-4,2.3217121845555905e-4,5.411699577667613e-4,8.524732981198322e-5,1.4407311976297365e-5,3.4351533613872267e-4,3.723299600913174e-4
1729,3.571319551233491e-4,4.484673158564466e-4,2.3187400398769355e-4,5.40346250485189e-4,8.446902028426816e-5,1.4388868425925823e-5,3.427430866974233e-4,3.7152082354927497e-4
1730,3.5634299217354574e-4,4.473123046020184e-4,2.315766325455429e-4,5.395228746986999e-4,8.369717023480394e-5,1.4370415134564362e-5,3.419725770389814e-4,3.707134073081101e-4
1731,3.555557541070538e-4,4.461592797009649e-4,2.3127910846162527e-4,5.386998345852928e-4,8.293173387290203e-5,1.4351952371066033e-5,3.4120380173598776e-4,3.699077064781198e-4
1732,3.547702357976609e-4,4.450082432255943e-4,2.3098143605020205e-4,5.376475306740474e-4,8.217266563802201e-5,1.4333480403150977e-5,3.404367553945099e-4,3.6910371620081184e-4
1733,3.53986432151237e-4,4.438591972087792e-4,2.3068361960717386e-4,5.363889007318581e-4,8.14199201998088e-5,1.4314999497399949e-5,3.39671432653837e-4,3.6830143164863694e-4
1734,3.5320433810547496e-4,4.427121436441553e-4,2.3038566340997937e-4,5.351318160608405e-4,8.067345245811108e-5,1.4296509919248067e-5,3.389078281862269e-4,3.67500848024723e-4
1735,3.5242394862963555e-4,4.415670844863242e-4,2.300875717174974e-4,5.338762824483765e-4,7.99332175429851e-5,1.427801193297871e-5,3.3814593669665685e-4,3.6670196056261424e-4
1736,3.516452587242945e-4,4.404240216510555e-4,2.297893487699515e-4,5.328916611544715e-4,7.919917081467957e-5,1.4259505801717625e-5,3.373857529225769e-4,3.6590476452601217e-4
1737,3.508682634210871e-4,4.392829570154851e-4,2.2949099878881606e-4,5.321326620692357e-4,7.847126786359726e-5,1.4240991787427076e-5,3.3662727163366e-4,3.6510925520851417e-4
1738,3.50092957782454e-4,4.381438924183099e-4,2.291925259767247e-4,5.313739030247639e-4,7.77494645102391e-5,1.4222470150900167e-5,3.3587048763155384e-4,3.643154279333542e-4
1739,3.4931933690139736e-4,4.370068296599974e-4,2.2889393451738324e-4,5.306153877781916e-4,7.703371680513914e-5,1.4203941151755453e-5,3.351153957496419e-4,3.635232780531528e-4
1740,3.485473959012257e-4,4.3587177050297506e-4,2.2859522857548176e-4,5.296672834920773e-4,7.632398102876875e-5,1.4185405048431465e-5,3.343619908527942e-4,3.627328009496572e-4
1741,3.477771299353102e-4,4.347387166718338e-4,2.2829641229661147e-4,5.285401182739725e-4,7.562021369143317e-5,1.4166862098181565e-5,3.3361026783712864e-4,3.6194399203349174e-4
1742,3.4700853418683544e-4,4.336076698535212e-4,2.2799748980718203e-4,5.273019060146775e-4,7.492237153314385e-5,1.4148312557068801e-5,3.3286022162976666e-4,3.611568467439042e-4
1743,3.4624160386855933e-4,4.324786316975456e-4,2.2769846521434318e-4,5.264593231798383e-4,7.423041152348234e-5,1.4129756679961066e-5,3.3211184718859825e-4,3.603713605485204e-4
1744,3.454763342225652e-4,4.313516038161652e-4,2.2739934260590584e-4,5.257046862147945e-4,7.354429086143704e-5,1.411119472052618e-5,3.31365139502039e-4,3.595875289430914e-4
1745,3.447127205200246e-4,4.302265877845918e-4,2.2710012605026814e-4,5.249503166045867e-4,7.286396697523325e-5,1.4092626931227305e-5,3.306200935887973e-4,3.588053474512519e-4
1746,3.439507580609542e-4,4.2910358514118145e-4,2.2680081959634135e-4,5.241962179487566e-4,7.218939752214001e-5,1.4074053563318363e-5,3.2987670449763584e-4,3.580248116242726e-4
1747,3.4319044217397875e-4,4.27982597387633e-4,2.2650142727347942e-4,5.234423938296928e-4,7.152054038826501e-5,1.4055474866839644e-5,3.291349673071391e-4,3.572459170408184e-4
1748,0.00034243176821609293,4.268636259891812e-4,2.2620195309140944e-4,5.226888478126678e-4,7.085735368833146e-5,1.4036891090613502e-5,3.283948771254794e-4,3.5646865930670643e-4
1749,3.4167473157242827e-4,4.2574667237479507e-4,2.2590240104016564e-4,5.219355834458789e-4,7.019979576544321e-5,1.4018302482240258e-5,3.2765642909018803e-4,3.556930340546685e-4
1750,3.409193276560168e-4,4.2463173793736873e-4,2.2560277509002378e-4,5.211826042604841e-4,6.954782519083005e-5,1.3999709288094127e-5,3.269196183679227e-4,3.5491903694411095e-4
1751,3.401655519075577e-4,4.235188240339139e-4,2.2530307919143802e-4,5.204299137706399e-4,6.89014007635785e-5,1.3981111753319298e-5,3.261844401542384e-4,3.54146663660877e-4
1752,3.394133997951901e-4,4.224079319857598e-4,2.2500331727498112e-4,5.196775154735437e-4,6.826048151035454e-5,1.3962510121826226e-5,3.2545088967336387e-4,3.5337590991701636e-4
1753,3.3866286681426093e-4,4.212990630787401e-4,2.2470349325128477e-4,5.18548837435027e-4,6.762502668510357e-5,1.3943904636287938e-5,3.24718962177973e-4,3.526067714505489e-4
1754,3.3791394848709536e-4,4.2019221856338544e-4,2.2440361101098204e-4,5.175435852959182e-4,6.699499576873822e-5,1.3925295538136438e-5,3.2398865294895894e-4,3.518392440252318e-4
1755,3.3716664036277487e-4,4.1908739965511977e-4,2.2410367442465373e-4,5.163096892373579e-4,6.63229240135316e-5,1.3906683067559408e-5,3.232599572952155e-4,3.5107332343033425e-4
1756,3.364209380169072e-4,4.1798460753444597e-4,2.238036873427736e-4,5.150774241514777e-4,6.565471917720949e-5,1.3888067463496783e-5,3.225328705534104e-4,3.50309005480404e-4
1757,3.3567683705140885e-4,4.168838433471461e-4,2.2350365359565883e-4,5.138467950409727e-4,6.499267630104023e-5,1.386944896363769e-5,3.2180738808777114e-4,3.4954628601504656e-4
1758,3.34934333094276e-4,4.1578510820445874e-4,2.232035769934184e-4,5.126178068594675e-4,6.433674598230981e-5,1.3850827804417246e-5,3.210835052898588e-4,3.4878516089869324e-4
1759,3.341934217993704e-4,4.146884031832816e-4,2.2290346132590732e-4,5.113904645117144e-4,6.368687911845616e-5,1.3832204221013715e-5,3.2036121757835666e-4,3.480256260203841e-4
1760,3.334540988461968e-4,4.135937293263538e-4,2.2260331036267977e-4,5.101647728537749e-4,6.304302690651915e-5,1.3813578447345592e-5,3.1964052039885123e-4,3.472676772935424e-4
1761,3.327163599396871e-4,4.1250108764244784e-4,2.2230312785294544e-4,5.089407366932109e-4,6.240514084257775e-5,1.3794950716068908e-5,3.189214092236182e-4,3.46511310655756e-4
1762,3.3198020080998377e-4,4.1141047910655756e-4,2.2200291752552721e-4,5.077183607892705e-4,6.177317272116604e-5,1.3776321258574594e-5,3.1820387955140917e-4,3.457565220685584e-4
1763,3.312456172122253e-4,4.103219046600857e-4,2.2170268308882042e-4,5.064976498530766e-4,6.114707463467079e-5,1.3757690304985957e-5,3.1748792690723936e-4,3.4500330751721127e-4
1764,3.30512604926334e-4,4.092353652110325e-4,2.2140242823075442e-4,5.052786085478145e-4,6.0526798972712124e-5,1.3739058084156297e-5,3.167735468421777e-4,3.4425166301049027e-4
1765,3.297811597568055e-4,4.081508616341852e-4,2.2110215661875585e-4,5.040612414889234e-4,5.991229842150692e-5,1.3720424823666616e-5,3.160607349331389e-4,3.4350158458047215e-4
1766,3.2905127753249554e-4,4.0706839477129856e-4,2.2080187189971217e-4,5.02845553244276e-4,5.930352596320945e-5,1.370179074982337e-5,3.1534948678267215e-4,3.4275306828231893e-4
1767,3.2832295410641424e-4,4.0598796543128625e-4,2.2050157769993897e-4,5.016315483343735e-4,5.870043487524218e-5,1.3683156087656435e-5,3.146397980187578e-4,3.4200611019407067e-4
1768,3.275961853555201e-4,4.0490957439040694e-4,2.202012776251482e-4,5.006457006418569e-4,5.810297872960737e-5,1.366452106091713e-5,3.13931664294603e-4,3.412607064164372e-4
1769,3.2687096718051124e-4,4.0383322239244553e-4,2.1990097526041678e-4,4.998539061735779e-4,5.7511111392177755e-5,1.3645885892076279e-5,3.1322508128843495e-4,3.405168530725875e-4
1770,3.2614729550562387e-4,4.0275891014890077e-4,2.1960067417015893e-4,4.990626066176314e-4,5.692478702197775e-5,1.3627250802322487e-5,3.125200447033014e-4,3.3977454630794635e-4
1771,3.2542516627842957e-4,4.016866383391696e-4,2.193003778980987e-4,4.98271805123081e-4,5.63439600704448e-5,1.360861601156043e-5,3.1181655026686915e-4,3.3903378228999e-4
1772,3.247045754696344e-4,4.0061640761073126e-4,2.1900008996724487e-4,4.974815048210911e-4,5.5768585280677505e-5,1.3589981738409317e-5,3.111145937312251e-4,3.382945572080437e-4
1773,3.239855190728786e-4,3.9954821857932836e-4,2.186998138798667e-4,4.966917088249747e-4,5.519861768666559e-5,1.3571348200201361e-5,3.1041417087267724e-4,3.3755686727307994e-4
1774,3.2326799310453797e-4,3.9848207182914997e-4,2.183995531174715e-4,4.959024202302423e-4,5.463401261250703e-5,1.3552715612980408e-5,3.097152774915576e-4,3.3682070871751836e-4
1775,3.2255199360352945e-4,3.974179679130163e-4,2.1809931114078482e-4,4.951136421146526e-4,5.4074725671612255e-5,1.3534084191500688e-5,3.090179094120288e-4,3.360860777950301e-4
1776,3.2183751663111566e-4,3.963559073525602e-4,2.1779909138973095e-4,4.943165007091683e-4,5.352071276589239e-5,1.3515454149225628e-5,3.0832206248189003e-4,3.353529707803413e-4
1777,3.2112455827070917e-4,3.9529589063840606e-4,2.174988972834149e-4,4.932909488298981e-4,5.297193008493117e-5,1.349682569832671e-5,3.0762773257238246e-4,3.346213839690359e-4
1778,3.2041311462768085e-4,3.942379182303493e-4,2.1719873222010642e-4,4.923558569010756e-4,5.242833410514649e-5,1.3478199049682499e-5,3.0693491557799837e-4,3.3389131367736333e-4
1779,3.1970318182917277e-4,3.93181990557545e-4,2.1689859957722664e-4,4.916287325096637e-4,5.188988158894138e-5,1.3459574412877797e-5,3.06243607416295e-4,3.3316275624205055e-4
1780,3.189947560239027e-4,3.9212810801867554e-4,2.1659850271133296e-4,4.909020012136641e-4,5.135652958383227e-5,1.3440951996202722e-5,3.0555380402769996e-4,3.324357080201054e-4
1781,3.1828783338198256e-4,3.910762709821411e-4,2.1629844495810977e-4,4.901334984170015e-4,5.08282354215771e-5,1.3422332006652118e-5,3.0486550137533044e-4,3.317101653886347e-4
1782,3.175824100947266e-4,3.9002647978623e-4,2.159984296323564e-4,4.890562161180337e-4,5.030495671727918e-5,1.3403714649924818e-5,3.0417869544480174e-4,3.309861247446514e-4
1783,3.1687848237447e-4,3.8897873473930147e-4,2.156984600279798e-4,4.8789873424955017e-4,4.9786651368487794e-5,1.3385100130423179e-5,3.034933822440468e-4,3.302635825048932e-4
1784,3.161760464543835e-4,3.879330361199613e-4,2.1539853941798668e-4,4.8717069304906474e-4,4.9273277554281933e-5,1.3366488651252605e-5,3.028095578031309e-4,3.295425351056361e-4
1785,3.154750985882938e-4,3.8688938417724374e-4,2.1509867105447877e-4,4.8644306988044245e-4,4.87647937343466e-5,1.3347880414221248e-5,3.021272181740725e-4,3.2882297900251506e-4
1786,3.147756350504977e-4,3.858477791307783e-4,2.147988581686467e-4,4.8544648764168544e-4,4.82611586480299e-5,1.3329275619839623e-5,3.0144635943065806e-4,3.2810491067033733e-4
1787,3.1407765213558794e-4,3.848082211709754e-4,2.1449910397076895e-4,4.842488912812756e-4,4.7762331313400015e-5,1.3310674467320557e-5,3.0076697766826736e-4,3.273883266029085e-4
1788,3.133811461582725e-4,3.8377071045919757e-4,2.1419941165020921e-4,4.831427065066638e-4,4.726827102628274e-5,1.3292077154579008e-5,3.000890690036935e-4,3.266732233128515e-4
1789,3.1268611345319905e-4,3.8273524712793567e-4,2.1389978437541697e-4,4.823617750982083e-4,4.6778937359293e-5,1.3273483878232113e-5,2.994126295749669e-4,3.259595973314312e-4
1790,3.1199255037477877e-4,3.8170183128098195e-4,2.1360022529392803e-4,4.8158140763440087e-4,4.629429016085364e-5,1.3254894833599216e-5,2.9873765554117954e-4,3.25247445208378e-4
1791,3.113004532970154e-4,3.8067046299360905e-4,2.1330073753236836e-4,4.8080160687492227e-4,4.581428955420789e-5,1.3236310214702111e-5,2.980641430823133e-4,3.245367635117175e-4
1792,3.1060981861332713e-4,3.7964114231273387e-4,2.1300132419645607e-4,4.8002237556260194e-4,4.533889593641513e-5,1.3217730214265159e-5,2.97392088399062e-4,3.2382754882759226e-4
1793,3.0992064273638217e-4,3.7861386925710144e-4,2.127019883710089e-4,4.7924371642347265e-4,4.4868069977346886e-5,1.3199155023715751e-5,2.9672148771266643e-4,3.231197977600979e-4
1794,3.09232922097925e-4,3.7758864381745057e-4,2.124027331199496e-4,4.7846563216681653e-4,4.440177261866555e-5,1.3180584833184657e-5,2.960523372647403e-4,3.2241350693110963e-4
1795,3.085466531486085e-4,3.765654659566871e-4,2.1210356148631388e-4,4.776881254852143e-4,4.393996507279725e-5,1.3162019831506493e-5,2.95384633317102e-4,3.2170867298011497e-4
1796,3.078618323578274e-4,3.755443356100556e-4,2.1180447649225996e-4,0.00047676076811792876,4.34826088218963e-5,1.3143460206220343e-5,2.947183721516071e-4,3.210052925640477e-4
1797,3.0717845621355464e-4,3.7452525268531317e-4,2.1150548113907968e-4,4.7555907422097265e-4,4.302966561680257e-5,1.312490614357043e-5,2.940535500699842e-4,3.2030336235712507e-4
1798,3.0649652122217324e-4,3.735082170628943e-4,2.11206578407209e-4,4.743592405794536e-4,4.2581097475985526e-5,1.3106357828506766e-5,2.9339016339366647e-4,3.1960287905068e-4
1799,3.0581602390831466e-4,3.7249322859608233e-4,2.1090777125624166e-4,4.7316127071800833e-4,4.2136866684485014e-5,1.3087815444686012e-5,2.9272820846362865e-4,3.1890383935300067e-4
1800,3.051369608147006e-4,3.714802871111845e-4,2.106090626249446e-4,4.7196516811611264e-4,4.169693579284569e-5,1.3069279174472425e-5,2.9206768164022817e-4,3.1820623998917303e-4
1801,3.044593285019775e-4,3.704693924076922e-4,2.103104554312718e-4,4.7077093620826957e-4,4.126126761603688e-5,1.3050749198938728e-5,2.9140857930303875e-4,3.1751007770091625e-4
1802,3.037831235485601e-4,3.6946054425845385e-4,2.1001195257238197e-4,4.6957857838421184e-4,4.082982523237195e-5,1.3032225697867186e-5,2.9075089785069293e-4,3.168153492464273e-4
1803,3.031083425504734e-4,3.6845374240984115e-4,2.0971355692465645e-4,4.6838809798909934e-4,4.040257198241756e-5,1.3013708849750743e-5,2.9009463370072267e-4,3.1612205140022414e-4
1804,3.0243498212119803e-4,3.674489865819202e-4,2.0941527134371924e-4,4.675518703326745e-4,3.997947146789853e-5,1.299519883179425e-5,2.894397832894038e-4,3.154301809529923e-4
1805,3.0176303889151005e-4,3.6644627646860916e-4,2.0911709866445541e-4,4.6678615596955266e-4,3.956048755059005e-5,1.2976695819915608e-5,2.8878634307159443e-4,3.147397347114257e-4
1806,3.010925095093327e-4,3.654456117378536e-4,2.088190417010349e-4,4.660210515657184e-4,3.9145584351212504e-5,1.2958199988747244e-5,2.881343095205855e-4,3.1405070949807993e-4
1807,3.004233906395812e-4,3.6444699203178803e-4,2.0852110324693436e-4,4.6525655953591824e-4,3.873472624831299e-5,1.2939711511637478e-5,2.874836791279437e-4,3.133631021512187e-4
1808,2.9975567896401166e-4,3.63450416966901e-4,2.0822328607496109e-4,4.644926822791865e-4,3.832787787714378e-5,1.292123056065199e-5,2.8683444840335966e-4,3.1267690952466366e-4
1809,2.990893711810696e-4,3.624558861341974e-4,2.0792559293727778e-4,4.63729422178893e-4,3.793118331335526e-5,1.2902757306575378e-5,2.861866138744942e-4,3.11992128487645e-4
1810,2.984244640057441e-4,3.614633990993673e-4,2.0762802656542975e-4,4.629667816027941e-4,3.7550615530346634e-5,1.2884291918912826e-5,2.8554017208683126e-4,3.113087559246569e-4
1811,2.977609541694178e-4,3.604729554029451e-4,2.073305896703715e-4,4.622047629030797e-4,3.7173607345428586e-5,1.2865834565891758e-5,2.8489511960352605e-4,3.1062678873530953e-4
1812,2.97098838419722e-4,3.5948455456047483e-4,2.0703328494249562e-4,4.6144336841642217e-4,3.680012877801788e-5,1.2847385414463645e-5,2.842514530052583e-4,3.0994622383418563e-4
1813,2.9643811352039e-4,3.5849819606267023e-4,2.067361150516621e-4,4.60682600464024e-4,3.643015005797048e-5,1.282894463030581e-5,2.836091688900842e-4,3.0926705815069585e-4
1814,2.957787762511154e-4,3.575138793755791e-4,2.0643908264722939e-4,4.599224613516679e-4,3.6050234855666106e-5,1.2810512377823354e-5,2.82968263873292e-4,3.0858928862893874e-4
1815,2.951208234074068e-4,3.565316039407416e-4,2.0614219035808564e-4,4.591629533697632e-4,3.5665332539522874e-5,1.2792088820151111e-5,2.823287345872557e-4,3.0791291222755795e-4
1816,2.9446425180044896e-4,0.00035555136917535393,2.058454407926822e-4,4.584040787933964e-4,3.52842577703321e-5,1.2773674119155708e-5,2.8169057768129323e-4,3.072379259196047e-4
1817,2.9380905825695977e-4,3.545731744724249e-4,2.0554883653906675e-4,4.576458398823769e-4,3.4906976284516094e-5,1.2755268435437626e-5,2.810537898215221e-4,3.065643266923974e-4
1818,2.931552396190541e-4,3.535970192009396e-4,2.0525238016491914e-4,4.568882388812882e-4,3.453345407461396e-5,1.2736871928333433e-5,2.804183676907207e-4,3.0589211154738753e-4
1819,2.925027927441039e-4,3.5262290270601554e-4,2.0495607421758676e-4,4.561312780195348e-4,3.416365738804576e-5,1.2718484755917972e-5,2.7978430798818594e-4,3.052212775000219e-4
1820,2.9185171450460087e-4,3.5165082430905966e-4,2.0465992122412126e-4,4.552509980443956e-4,3.379755272587428e-5,1.270010707500664e-5,2.7915160742959425e-4,3.045518215796075e-4
1821,2.912020017880235e-4,3.5068078330793124e-4,2.043639236913176e-4,4.5424681192828405e-4,3.343510684156523e-5,1.2681739041157806e-5,2.785202627468657e-4,3.0388374082918133e-4
1822,2.9055365149670157e-4,3.4971277897709676e-4,2.0406808410575265e-4,4.5348926906291416e-4,3.307628673974106e-5,1.266338080867522e-5,2.7789027068802634e-4,3.032170323053768e-4
1823,2.899066605476805e-4,3.4874681056778307e-4,2.0377240493382422e-4,4.524599830413897e-4,3.2721059674930816e-5,1.264503253061042e-5,2.772616280170701e-4,3.025516930782909e-4
1824,2.89261025872593e-4,3.477828773081399e-4,2.0347688862179362e-4,4.5127620548931287e-4,3.236939315032086e-5,1.262669435876538e-5,2.766343315138276e-4,3.0188772023135836e-4
1825,2.8861674441752513e-4,3.468209784033906e-4,2.0318153759582637e-4,4.5009442715764227e-4,3.2021254916498043e-05,1.2608366443695046e-5,2.760083779738301e-4,3.012251108612202e-4
1826,2.8797381314288984e-4,3.458611130359924e-4,2.0288635426203648e-4,4.4925320611340964e-4,3.167661297019451e-5,1.2590048934710062e-5,2.753837642081798e-4,3.005638620775999e-4
1827,2.8733222902329377e-4,3.449032803657847e-4,2.0259134100652856e-4,4.4849924779195334e-4,3.133543555302446e-5,1.25717419798794e-5,2.7476048704341437e-4,2.999039710031732e-4
1828,2.866919890474133e-4,3.43947479530148e-4,2.0229650019544399e-4,4.4774596316609657e-4,3.099769115022379e-5,1.2553445726033217e-5,2.7413854332138007e-4,2.9924543477344653e-4
1829,2.860530902178665e-4,3.429937096441554e-4,2.0200183417500616e-4,4.4699335428695494e-4,3.0663348489384276e-5,1.2535160318765675e-5,2.7351792989910084e-4,2.985882505366322e-4
1830,2.8541552955108985e-4,3.420419698007289e-4,2.017073452715677e-4,4.462414231909505e-4,3.033237653918764e-5,1.251688590243785e-5,2.72898643648652e-4,2.979324154535277e-4
1831,2.847793040772092e-4,3.4109225907078423e-4,2.0141303579165643e-4,4.453880382781633e-4,3.0004744508133735e-5,1.2498622620180598e-5,2.7228068145702857e-4,2.972779266973898e-4
1832,2.8414441083992177e-4,3.40144576503391e-4,2.0111890802202557e-4,4.4464030605898404e-4,2.9680421843272807e-5,1.2480370613897677e-5,2.716640402260241e-4,2.9662478145381946e-4
1833,2.8351084689637107e-4,3.3919892112591917e-4,2.0082496422970205e-4,4.434811500560786e-4,2.9361509311564635e-5,1.2462130024268728e-5,2.7104871687210234e-4,2.959729769206398e-4
1834,2.8287860931702703e-4,3.3825529194419195e-4,2.0053120666203703e-4,4.423133253548079e-4,2.90473145552683e-5,1.2443900990752422e-5,2.704347083262746e-4,2.953225103077795e-4
1835,2.822476951855659e-4,3.3731368794263553e-4,2.0023763754675698e-4,4.4114751529578767e-4,2.873626748782326e-5,1.2425683651589623e-5,2.6982201153397627e-4,2.9467337883715556e-4
1836,2.8161810159874973e-4,3.363741080844267e-4,1.9994425909201468e-4,4.400253040821484e-4,2.8428339458682043e-5,1.2407478143806558e-5,2.692106234549432e-4,2.9402557974255627e-4
1837,2.8098982566631303e-4,3.3543655131164834e-4,1.9965107348644402e-4,4.392836863891254e-4,2.812350203973814e-5,1.2389284603218215e-5,2.686005410630948e-4,2.9337911026953127e-4
1838,2.8036286451083855e-4,3.345010165454273e-4,1.993580828992104e-4,4.3854275779187747e-4,2.7821727024107116e-5,1.2371103164431471e-5,2.6799176134640706e-4,2.9273396767527004e-4
1839,2.7973721526764947e-4,3.3356750268609436e-4,1.990652894800682e-4,4.3780252015363066e-4,2.752298642491597e-5,1.235293396084866e-5,2.6738428130680084e-4,2.920901492284981e-4
1840,2.7911287508468867e-4,3.326360086133226e-4,1.987726953594137e-4,4.3706297532367073e-4,2.7227252474084115e-5,1.233477712467085e-5,2.667780979600178e-4,2.914476522093595e-4
1841,2.7848984112240755e-4,3.3170653318627825e-4,1.984803026483418e-4,4.363241251373931e-4,2.6934497621108565e-5,1.2316632786901376e-5,2.6617320833550616e-4,2.9080647390930894e-4
1842,2.7786811055365506e-4,3.3077907524377e-4,1.981881134387035e-4,4.3558597141635247e-4,2.664469453184872e-5,1.229850107734939e-5,2.655696094763057e-4,2.9016661163100443e-4
1843,2.772476805635615e-4,3.298536336043874e-4,1.978961298031616e-4,4.3484851596830437e-4,2.635781608730745e-5,1.2280382124633335e-5,2.6496729843892815e-4,2.8952806268819486e-4
1844,2.766285483494305e-4,3.289302070666511e-4,1.9760435379524997e-4,4.341117605872561e-4,2.6073835382416087e-5,1.2262276056184604e-5,2.643662722932459e-4,2.888908244056151e-4
1845,2.7601071112063084e-4,3.2800879440915946e-4,1.9731278744943305e-4,4.333757070535145e-4,2.5792725724819147e-5,1.2244182998251252e-5,2.6376652812237956e-4,2.882548941188821e-4
1846,2.753941660984842e-4,3.27089394390727e-4,1.9702143278116412e-4,4.326403571337299e-4,2.5514460633656327e-5,1.2226103075901597e-5,2.631680630225826e-4,2.876202691743858e-4
1847,2.747789105161591e-4,3.2617200575053216e-4,1.9673029178694654e-4,4.319057125809447e-4,2.5239013838347826e-5,1.220803641302803e-5,2.625708741031311e-4,2.869869469291871e-4
1848,2.741649416185651e-4,3.2525662720826e-4,1.96439366444395e-4,4.31171775134641e-4,2.4966359277379783e-5,1.2189983132350806e-5,2.619749584862143e-4,2.8635492475091593e-4
1849,2.735522566622456e-4,3.2434325746424393e-4,1.9614865871229694e-4,4.303867846087477e-4,2.4696471097089072e-5,1.2171943355421866e-5,2.613803133068237e-4,2.8572420001766747e-4
1850,2.7294085291527313e-4,3.234318951996076e-4,1.958581705306751e-4,4.2965694420267546e-4,2.4429323650449573e-5,1.2153917202628708e-5,2.607869357126444e-4,2.8509477011790185e-4
1851,2.7233072765714574e-4,3.225225390764069e-4,1.955679038208507e-4,4.2892780958168935e-4,2.4164891495859347e-5,1.213590479319832e-5,2.6019482286394744e-4,2.8446663245034403e-4
1852,2.717218781786833e-4,3.2161518773776975e-4,1.9527786048550703e-4,4.282248551512763e-4,2.3903149395928572e-5,1.2117906245201116e-5,2.5960397193348217e-4,2.8383978442388444e-4
1853,2.7111430178192804e-4,3.2070983980804046e-4,1.9498804240875505e-4,4.2751275443882777e-4,2.364407231626952e-5,1.2099921675555006e-5,2.5901438010637304e-4,2.8321422345748304e-4
1854,2.70507995780039e-4,3.198064938929127e-4,1.9469845145619658e-4,4.2678309540700334e-4,2.3387635424284877e-5,1.2081951200029324e-5,2.584260445800097e-4,2.8258994698006834e-4
1855,2.699029574971958e-4,3.189051485795748e-4,1.944090894749917e-4,4.260541552822491e-4,2.3133814087961055e-5,1.2063994933249011e-5,2.578389625639468e-4,2.819669524304448e-4
1856,2.692991842684973e-4,3.180058024368456e-4,1.9411995829392436e-4,4.2532593569723925e-4,2.288258387466021e-5,1.2046052988698681e-5,2.572531312797986e-4,2.81345237257196e-4
1857,2.6869667343986406e-4,3.1710845401531387e-4,1.9383105972346955e-4,4.2459843827150653e-4,2.263392054991479e-5,1.2028125478726787e-5,2.566685479611373e-4,2.8072479891859083e-4
1858,2.680954223679411e-4,3.16213101847476e-4,1.9354239555586115e-4,4.2384376878289653e-4,2.238780007622382e-5,1.201021251454984e-5,2.5608520985339125e-4,2.80105634882491e-4
1859,2.6749542841999867e-4,3.1531974444786907e-4,1.9325396756515883e-4,4.231203398631902e-4,2.214419861184878e-5,1.1992314206256557e-5,2.555031142137421e-4,2.794877426262552e-4
1860,2.6689668897384155e-4,3.1442838031321555e-4,1.9296577750731886e-4,4.223976313878351e-4,2.1903092509615796e-5,1.197443066281225e-5,2.549222583110293e-4,2.788711196366538e-4
1861,2.662992014177088e-4,3.1353900792255063e-4,1.9267782712026135e-4,4.2167564492076245e-4,2.1664458315713887e-5,1.1956561992063006e-5,2.543426394256458e-4,2.782557634097718e-4
1862,2.657029631501842e-4,3.1265162573736427e-4,1.9239011812394166e-4,4.20954382013098e-4,2.142827276850032e-5,1.1938708300740115e-5,2.537642548494441e-4,2.7764167145092434e-4
1863,2.651079715801006e-4,3.117662322017323e-4,1.9210265222041994e-4,4.202338442032044e-4,2.119451279730443e-5,1.1920869694464383e-5,2.531871018856362e-4,2.77028841274565e-4
1864,2.645142241264491e-4,3.1088282574245305e-4,1.9181543109393243e-4,4.1951403301672885e-4,2.09631555212356e-5,1.1903046277750562e-5,2.526111778486985e-4,2.764172704041997e-4
1865,2.6392171821828576e-4,3.100014047691782e-4,1.9152845641096233e-4,4.18794949966646e-4,2.0734178247991774e-5,1.1885238154011742e-5,2.52036480064274e-4,2.758069563722975e-4
1866,2.633304512946427e-4,3.091219676745481e-4,1.9124172982031226e-4,4.180765965533046e-4,2.0507558472671983e-5,1.1867445425563851e-5,2.514630058690788e-4,2.751978967202066e-4
1867,2.6274042080444004e-4,3.0824451283432806e-4,1.9095525295317753e-4,4.173589742644751e-4,2.02832738765912e-5,1.1849668193630202e-5,2.5089075261080986e-4,2.745900889980702e-4
1868,2.6215162420639194e-4,3.0736903860753144e-4,1.906690274232168e-4,4.16642084575389e-4,2.006130232609456e-5,1.1831906558345876e-5,2.5031971764804606e-4,2.739835307647378e-4
