no.fibres,mean.prob,median.prob,sd.prob,Q3,Q1,margin,ci.lower,ci.upper
723,1.8556950483199813e-4,1.9892462725464878e-4,1.454034086941875e-4,3.1061411814953233e-4,1.4994921416303316e-5,9.02296281774141e-6,1.7654654201425672e-4,1.9459246764973954e-4
724,1.8690970696031017e-4,2.0015709841111068e-4,1.462486044363913e-4,3.128844760509866e-4,1.5428554912772222e-5,9.075411173829526e-6,1.7783429578648063e-4,1.959851181341397e-4
725,1.8825583531507703e-4,2.0139270218715857e-4,1.470938946969076e-4,3.1454347661808563e-4,1.5872809810227668e-5,9.127865395221808e-6,1.7912796991985521e-4,1.9738370071029884e-4
726,1.8960791116501936e-4,2.028012106897125e-4,1.4793921135335697e-4,3.1656534329129105e-4,1.631736298387127e-5,9.18032125460542e-6,1.8042758991041393e-4,1.987882324196248e-4
727,1.9096595631554438e-4,2.0441723073875105e-4,1.487844856100102e-4,3.1888137108428924e-4,1.6719270017652786e-5,9.23277448288301e-6,1.8173318183266137e-4,2.001987307984274e-4
728,1.9232999311543587e-4,2.0618408070032106e-4,1.4962964800776442e-4,3.212042792586874e-4,1.7194400985817096e-5,9.285220769791788e-6,1.8304477234564408e-4,2.0161521388522766e-4
729,1.9370004446339422e-4,2.0807273559653394e-4,1.504746284347791e-4,3.2353400913448293e-4,1.7680930046223517e-5,9.337655764563528e-6,1.843623886988307e-4,2.0303770022795774e-4
730,1.9507613381441346e-4,2.0997094842589527e-4,1.513193561377849e-4,3.258705015906652e-4,1.8179070222886855e-5,9.390075076626341e-6,1.8568605873778713e-4,2.044662088910398e-4
731,1.9645828518599116e-4,2.1187869421912558e-4,1.5216375973408744e-4,3.2810302844209113e-4,1.868903698117299e-5,9.44247427634957e-6,1.8701581090964158e-4,2.0590075946234074e-4
732,1.9784652316416515e-4,2.1379594735710525e-4,1.5300776722428438e-4,3.297795081361497e-4,1.921104822014224e-5,9.494848895832933e-6,1.883516742683322e-4,2.073413720599981e-4
733,1.9924087290936466e-4,2.1572268157232677e-4,1.538513060057129e-4,3.318473173680446e-4,1.9745324263951293e-5,9.547194429741016e-6,1.8969367847962364e-4,2.0878806733910568e-4
734,2.0064136016207924e-4,2.1765886995042013e-4,1.546943028866527e-4,3.341916582309481e-4,2.030443724036425e-5,9.599506336184624e-6,1.9104185382589462e-4,2.1024086649826387e-4
735,2.020480112483318e-4,2.1930648924502628e-4,1.5553668410130114e-4,3.365423515656873e-4,2.0979146288022898e-5,9.65178003765006e-6,1.9239623121068174e-4,2.1169979128598187e-4
736,2.0346085308494747e-4,2.208595639862009e-4,1.5637837532553908e-4,3.387012092145303e-4,2.1672950009762645e-5,9.704010921977475e-6,1.9375684216297e-4,2.1316486400692493e-4
737,2.0487991318461626e-4,2.222615034470819e-4,1.572193016935114e-4,3.4039067180267955e-4,2.238627611317508e-5,9.75619434338977e-6,1.951237188412265e-4,2.1463610752800604e-4
738,2.0630521966074798e-4,2.2386315032722106e-4,1.5805938781504603e-4,3.425531564010234e-4,2.3119558465722594e-5,9.808325623573508e-6,1.9649689403717448e-4,2.1611354528432148e-4
739,2.0773680123209077e-4,2.2547034512254653e-4,1.5889855779391916e-4,3.4463157467413405e-4,2.3873237088534277e-5,9.860400052812385e-6,1.978764011792784e-4,2.1759720128490314e-4
740,2.0917468722713714e-4,2.270830605567933e-4,1.5973673524700646e-4,3.4632164454595125e-4,2.4647758147244616e-5,9.912412891175634e-6,1.992622743359615e-4,2.1908710011831278e-4
741,2.1061890758828334e-4,2.2877366504339222e-4,1.605738433243253e-4,3.480130173975169e-4,2.5443573939807027e-5,9.964359369761737e-6,2.006545482185216e-4,2.2058326695804508e-4
742,2.120694928757548e-4,2.3065158380494271e-4,1.6140980473000144e-4,3.497056568094238e-4,2.6261142881236612e-5,1.0016234691999516e-5,2.020532581837553e-4,2.2208572756775432e-4
743,2.1352647427127705e-4,2.3253732287341618e-4,1.622445417441732e-4,3.513995263565967e-4,2.7100929485222173e-5,1.0068034035007391e-5,2.0345844023626967e-4,2.2359450830628443e-4
744,2.149898835814954e-4,2.343451869571041e-4,1.630779762458623e-4,3.530945896101249e-4,2.7963404342559323e-5,1.011975255101261e-5,2.0487013103048278e-4,2.25109636132508e-4
745,2.164597532411323e-4,2.362416060365896e-4,1.6391002973682975e-4,3.5479081013908793e-4,2.8849044096351127e-5,1.0171385368831626e-5,2.0628836787230066e-4,2.2663113860996393e-4
746,2.1793611631586865e-4,2.380502612617799e-4,1.647406233664358e-4,3.564881515123611e-4,2.9758331413922678e-5,1.0222927595412783e-5,2.0771318872045587e-4,2.2815904391128143e-4
747,2.194190065049641e-4,2.399570342945349e-4,1.6556967795753924e-4,3.586554315639015e-4,3.069175495541109e-5,1.0274374317443468e-5,2.0914463218752062e-4,2.2969338082240757e-4
748,2.209084581435759e-4,2.4187136486655727e-4,1.6639711403343874e-4,3.6129785327588e-4,3.1649809338966046e-5,1.0325720603021967e-5,2.1058273754055395e-4,2.3123417874659787e-4
749,2.2240450620480376e-4,2.4379321834254398e-4,1.6722285184589907e-4,3.639479480283404e-4,3.263299510253189e-5,1.0376961503396613e-5,2.1202754470140716e-4,2.3278146770820037e-4
750,2.239071863014362e-4,2.457225596170827e-4,1.680468114042748e-4,3.666056424560048e-4,3.364181866215683e-5,1.042809205477305e-5,2.1347909424666313e-4,2.3433527835620924e-4
751,2.2541653468738463e-4,2.476593531171728e-4,1.6886891250575056e-4,3.69270862647806e-4,3.4676792266781475e-5,1.0479107280190776e-5,2.1493742740719384e-4,2.3589564196757542e-4
752,2.2693258825882257e-4,2.4960356280480573e-4,1.6968907476673417e-4,3.713054202281633e-4,3.5738433949478086e-5,1.0530002191471254e-5,2.164025860673513e-4,2.3746259045029383e-4
753,2.2845538455499586e-4,2.5155515217956565e-4,1.7050721765541078e-4,3.731482292622439e-4,3.682726747508316e-5,1.058077179123803e-5,2.1787461276375782e-4,2.390361563462339e-4
754,2.2998496175872488e-4,2.535140842812871e-4,1.7132326052549685e-4,3.7560302735376705e-4,3.794382228420171e-5,1.0631411075011325e-5,2.1935355068371357e-4,2.406163728337362e-4
755,2.315213586965638e-4,2.55480321692732e-4,1.7213712265120028e-4,3.780631697468135e-4,3.908863343352789e-5,1.0681915033377494e-5,2.2083944366318629e-4,2.422032737299413e-4
756,2.3306461483863793e-4,2.574538265423213e-4,1.7294872326342696e-4,3.801775899091711e-4,4.0262241532462516e-5,1.0732278654235787e-5,2.2233233618440215e-4,2.4379689349287372e-4
757,2.346147702981291e-4,2.594345605068874e-4,1.737579815872421e-4,3.818860315911285e-4,4.136165802707886e-5,1.0782496925123018e-5,2.2383227337300607e-4,2.453972672232521e-4
758,2.3617186583042664e-4,2.6118592042152886e-4,1.7456481688062458e-4,3.835949906670224e-4,4.235735405890385e-5,1.0832564835618453e-5,2.253393009948082e-4,2.470044306660451e-4
759,2.377359428319093e-4,2.627860223576148e-4,1.7536914847452047e-4,3.859258816437422e-4,4.3372551899800076e-5,1.0882477379829306e-5,2.2685346545208e-4,2.486184202117386e-4
760,2.3930704333838062e-4,2.644049620249614e-4,1.761708958142356e-4,3.880273967980266e-4,4.440752356724357e-5,1.0932229558959352e-5,2.2837481377942126e-4,2.5023927289733995e-4
761,2.40885210023137e-4,2.6641398649824893e-4,1.76969978502182e-4,3.897387619220633e-4,4.546254248385378e-5,1.0981816383961547e-5,2.2990339363917545e-4,2.5186702640709853e-4
762,2.4247048619465902e-4,2.6843009896100264e-4,1.7776631634199897e-4,3.914504791086239e-4,4.654725965019624e-5,1.1031232878275937e-5,2.314392533163831e-4,2.53501719072935e-4
763,2.440629157939311e-4,2.704532586403237e-4,1.7855982938407857e-4,3.934923614510376e-4,4.7922430451786845e-5,1.1080474080654732e-5,2.3298244171327637e-4,2.5514338987458584e-4
764,2.4566254339138116e-4,2.723195825800413e-4,1.7935043797251562e-4,3.9599303693697266e-4,4.9331231747001186e-5,1.1129535048075777e-5,2.345330083433054e-4,2.5679207843945696e-4
765,2.472694141834235e-4,2.740991993995856e-4,1.801380627934999e-4,3.9849853609334404e-4,5.0774272457568814e-5,1.1178410858745514e-5,2.3609100332467798e-4,2.58447825042169e-4
766,2.488835739886212e-4,2.7588362567642586e-4,1.80922624925184e-4,4.0100878912486426e-4,5.2252166710738544e-5,1.122709661519351e-5,2.376564773734277e-4,2.601106706038147e-4
767,2.505050692434412e-4,2.7767282541426674e-4,1.8170404588903731e-4,4.0352372595778426e-4,5.375952452128792e-5,1.1275587447459217e-5,2.39229481795982e-4,2.617806566909004e-4
768,2.5213394699761014e-4,2.7946676235915337e-4,1.8248224770271568e-4,4.0604327624520307e-4,5.500785933763005e-5,1.1323878516372787e-5,2.4081006848123736e-4,2.6345782551398295e-4
769,2.537702549090615e-4,2.8126540000187586e-4,1.832571529344654e-4,4.0856736937238536e-4,5.627949479604053e-5,1.137196501693108e-5,2.4239828989213038e-4,2.6514221992599257e-4
770,2.554140412384703e-4,2.8297314155824196e-4,1.8402868475908316e-4,4.110959344620848e-4,5.7563008433695024e-5,1.141984218177026e-5,2.4399419905670003e-4,2.6683388342024056e-4
771,2.570653548433773e-4,2.8435342266697173e-4,1.8479676701545667e-4,4.1362890037988125e-4,5.872387547690707e-5,1.1467505284736443e-5,2.4559784955864084e-4,2.6853286012811374e-4
772,0.00025872424517187743,2.8573528963051224e-4,1.8556132426569505e-4,4.161661957395026e-4,6.021462114140441e-5,1.1514949644555028e-5,2.472092955273224e-4,2.7023919481643243e-4
773,2.603907622558953e-4,2.8711871719365467e-4,1.8632228185588325e-4,4.1855067865286e-4,6.160504074557318e-5,1.1562170628600779e-5,2.488285916272945e-4,2.7195293288449605e-4
774,2.6206495670402915e-4,2.8865617688644243e-4,1.8707956597847162e-4,4.2026998031463966e-4,6.327658547528687e-5,1.160916365676941e-5,2.5045579304725977e-4,2.7367412036079854e-4
775,2.6374687969396056e-4,2.909018229255444e-4,1.8783310373632068e-4,4.219889999636194e-4,6.504295010369799e-5,1.1655924205451843e-5,2.520909554885087e-4,2.7540280389941243e-4
776,2.654365829644252e-4,2.931555934779682e-4,1.8858282320841812e-4,4.2434407691072025e-4,6.660650938652935e-5,1.170244781161227e-5,2.537341351528129e-4,2.7713903077603746e-4
777,2.6713411880674833e-4,2.9541743981392293e-4,1.8932865351728903e-4,4.2644825495004914e-4,6.808112202313147e-5,1.1748730076971263e-5,2.5538538872977705e-4,2.788828488837196e-4
778,2.6883954005593687e-4,2.971767042519962e-4,1.9007052489811326e-4,4.2816686243379447e-4,6.979961077570409e-5,1.1794766672294844e-5,2.57044773383642e-4,2.806343067282317e-4
779,2.70552900081324e-4,2.987384121662735e-4,1.908083687695654e-4,4.30139238628115e-4,7.167997350554952e-5,1.184055334179042e-5,2.587123467395336e-4,2.823934534231144e-4
780,2.722742527767658e-4,3.003022922578068e-4,1.9154211780639257e-4,4.3296622543189555e-4,7.360137828155283e-5,1.1886085907610592e-5,2.6038816686915523e-4,2.841603386843764e-4
781,2.740036525503913e-4,3.018683135923993e-4,1.9227170601374645e-4,4.357989181985037e-4,7.556445126480434e-5,1.1931360274465788e-5,2.6207229227592554e-4,2.859350128248571e-4
782,2.757411543138988e-4,3.034364451750079e-4,1.9299706880327857e-4,4.386372313804237e-4,7.756982141783904e-5,1.197637243434635e-5,2.6376478187955247e-4,2.8771752674824517e-4
783,2.7748681347139644e-4,3.0500665595138384e-4,1.937181430710115e-4,4.4148107904546345e-4,7.961812034901959e-5,1.2021118471354797e-5,2.654656950000416e-4,2.8950793194275126e-4
784,2.792406859077936e-4,3.065789148097147e-4,1.944348672769989e-4,4.443303748837171e-4,8.170998215317984e-5,1.2065594566649101e-5,2.6717509134114453e-4,2.913062804744427e-4
785,2.810028279767283e-4,3.0815319058225525e-4,1.9514718152677753e-4,4.4665687355369805e-4,8.316546885047897e-5,1.2109797003497178e-5,2.688930309732311e-4,2.9311262498022544e-4
786,2.8277329648804657e-4,3.0972945204696444e-4,1.958550276546261e-4,4.4836619125872556e-4,8.40657303732905e-5,1.2153722172443477e-5,2.706195743156031e-4,2.9492701866049004e-4
787,2.8455214869481876e-4,3.1130766792913044e-4,1.9655834930862998e-4,4.500746300620189e-4,8.534701734395076e-5,1.219736657658765e-5,2.723547821182311e-4,2.967495152714064e-4
788,2.8633944227990637e-4,3.1305668462860514e-4,1.9725709203756192e-4,4.517821557592213e-4,8.766649282400468e-5,1.2240726836975907e-5,2.7409871544293045e-4,2.985801691168823e-4
789,2.8813523534206286e-4,3.152213627136569e-4,1.9795120337957406e-4,4.53488734237058e-4,9.003672272691905e-5,1.228379969810477e-5,2.758514356439581e-4,3.004190350401676e-4
790,2.8993958638159456e-4,3.1739210899317023e-4,1.9864063295271187e-4,4.551943314745356e-4,9.245846792593779e-5,1.232658203353789e-5,2.7761300434805665e-4,3.0226616841513246e-4
791,2.917525542855472e-4,3.195688735754688e-4,1.9932533254723308e-4,4.5694690506285025e-4,9.330900448731677e-5,1.2369070851634867e-5,2.7938348343391233e-4,3.0412162513718206e-4
792,2.935741983124616e-4,3.217516062075853e-4,2.000052562197458e-4,4.5911805747487176e-4,9.559946637788112e-5,1.2411263301392957e-5,2.811629350110687e-4,3.0598546161385455e-4
793,2.954045780766685e-4,3.239402562789051e-4,2.0068036038914505e-4,4.612352816320798e-4,9.661702509108374e-5,1.245315667840039e-5,2.829514213982681e-4,3.078577347550689e-4
794,2.972437535321407e-4,3.2613477282483484e-4,2.0135060393434545e-4,4.638317818560685e-4,9.735722155809092e-5,1.2494748430901141e-5,2.847490051012396e-4,3.097385019630418e-4
795,2.99091784955892e-4,3.283351045304829e-4,2.020159482937929e-4,4.660820385449026e-4,9.934400657309201e-5,1.2536036165970094e-5,2.865557487899219e-4,3.1162782112186205e-4
796,3.009487329309577e-4,3.300665789829698e-4,2.0267635756675268e-4,4.6778307133514584e-4,1.0136209471386844e-4,1.257701765579844e-5,2.883717152751593e-4,3.1352575058675615e-4
797,3.028146583289198e-4,3.321375227023237e-4,2.0333179861633922e-4,4.698677143210364e-4,1.03411782388593e-4,1.2617690844087164e-5,2.9019696748483264e-4,3.1543234917300695e-4
798,3.0468962229201135e-4,3.3435660670276535e-4,2.0398224117427918e-4,4.724856882951525e-4,1.0549336508716161e-4,1.2658053852548075e-5,2.9203156843946325e-4,3.1734767614455945e-4
799,3.065736862147955e-4,3.363580933390799e-4,2.0462765794737776e-4,4.751063612700984e-4,1.071072720661693e-4,1.2698104987510553e-5,2.9387558122728497e-4,3.192717912023061e-4
800,3.084669117254306e-4,3.379967116928268e-4,2.0526802472566212e-4,4.777296573996059e-4,1.0975339245676551e-4,1.2737842746632342e-5,2.9572906897879826e-4,3.212047544720629e-4
801,3.1036936066651657e-4,3.3965467435250916e-4,2.0590332049216496e-4,4.8035550071227147e-4,1.1193242281338223e-4,1.2777265825712143e-5,2.9759209484080443e-4,3.231466264922287e-4
802,3.1228109507554024e-4,3.418980682326322e-4,2.0653352753431442e-4,4.82983815116821e-4,1.1450821124196719e-4,1.2816373125601878e-5,2.9946472194993835e-4,3.2509746820114213e-4
803,3.1420217716493596e-4,3.441469789590406e-4,2.0715863155689238e-4,4.856145244073804e-4,1.1731601561321021e-4,1.2855163759216282e-5,3.0134701340571966e-4,3.2705734092415225e-4
804,3.1613266930174955e-4,3.464013522802045e-4,2.0777862179650612e-4,4.8824755226871825e-4,1.2017792909866248e-4,1.2893637058636399e-5,3.0323903224311314e-4,3.2902630636038596e-4
805,3.180726339869294e-4,3.486321042037374e-4,2.08393491137527e-4,4.9069364331876e-4,1.2269528038290732e-4,1.2931792582304135e-5,3.0514084140462525e-4,3.310044265692335e-4
806,3.2002213383425845e-4,3.50571097096638e-4,2.0900323622944e-4,4.932776196058292e-4,1.252335948742282e-4,1.2969630122304333e-5,3.0705250371195413e-4,3.3299176395656276e-4
807,3.219812315489366e-4,3.522273709973705e-4,2.096078576055404e-4,4.961597825946604e-4,1.2648848832823198e-4,1.300714971173046e-5,3.089740818372061e-4,3.3498838126066707e-4
808,3.2394998990580666e-4,3.5384043638590654e-4,2.1020735980290065e-4,4.988013195827782e-4,0.00012812761226677627,1.3044351632129128e-5,3.109056382736775e-4,3.369943415379358e-4
809,3.25928471727286e-4,3.5545453015284757e-4,2.1080175148354978e-4,5.014447921081332e-4,1.3057920101911734e-4,1.3081236421019816e-5,3.1284723530626617e-4,3.390097081483058e-4
810,3.27916739860958e-4,3.570696202847531e-4,2.113910455567603e-4,5.040901233089705e-4,1.3306613022008067e-4,1.3117804879483382e-5,3.1479893498147465e-4,3.410345447404414e-4
811,3.2991485715689093e-4,3.5868567476483404e-4,2.119752593023714e-4,5.067372362506056e-4,1.3558867616260506e-4,1.3154058079814807e-5,3.167607990770761e-4,3.4306891523670573e-4
812,3.319228864446692e-4,3.6030266157440903e-4,2.1255441449503828e-4,5.084279149389229e-4,1.3814711308976884e-4,1.3189997373233475e-5,3.1873288907143573e-4,3.4511288381790266e-4
813,3.339408905101796e-4,3.6192054869436463e-4,2.1312853752931154e-4,5.100772737179659e-4,1.4126183329613416e-4,1.322562439764493e-5,3.207152661125347e-4,3.4716651490782454e-4
814,3.359689320721513e-4,3.635393041065998e-4,2.13697659545423e-4,5.117245087800997e-4,1.4426491458229663e-4,1.3260941085446465e-5,3.2270799098670485e-4,3.4922987315759777e-4
815,3.3800707375848134e-4,3.6515889579546496e-4,2.142618165556591e-4,5.133695901751598e-4,1.4659158441639663e-4,1.3295949671369197e-5,3.2471112408711216e-4,3.5130302342985053e-4
816,3.400553780823708e-4,3.667792917491958e-4,2.1482104957118886e-4,5.150124880834631e-4,1.489454168667709e-4,1.3330652700348326e-5,3.267247253820225e-4,3.5338603078271917e-4
817,3.4211390741830034e-4,3.6840045996134653e-4,2.153754047292042e-4,5.176503173467868e-4,1.513887920853576e-4,1.3365053035412792e-5,3.2874885438288754e-4,3.5547896045371314e-4
818,3.441827239778469e-4,3.701979944348547e-4,2.1592493342021093e-4,5.192884005644987e-4,1.5345755935991363e-4,1.339915386558428e-5,3.3078357011226265e-4,3.575818778434312e-4
819,3.462618897854128e-4,3.7211892116288306e-4,2.1646969241531929e-4,5.209241928435841e-4,1.5617129101340538e-4,1.3432958713776186e-5,3.328289310716366e-4,3.5969484849918896e-4
820,3.483514666538389e-4,3.7363853902107493e-4,2.170097439933383e-4,5.225576649340552e-4,1.5863516506527817e-4,1.3466471444680432e-5,3.3488499520915844e-4,3.6181793809851934e-4
821,3.504515161600072e-4,3.752602498118276e-4,2.1754515606750831e-4,5.241887877205528e-4,1.609069905506836e-4,1.3499696272631792e-5,3.3695181988737543e-4,3.6395121243263897e-4
822,3.5256209962038736e-4,3.77101105527771e-4,2.180760023116448e-4,5.262265306484738e-4,1.6351677409220342e-4,1.3532637769435728e-5,3.390294618509516e-4,3.660947373898231e-4
823,3.546832780666279e-4,3.804728705639049e-4,2.186023622854978e-4,5.288932440042197e-4,1.6619439710201247e-4,1.3565300872147522e-5,3.411179771944804e-4,3.682485789387754e-4
824,3.5681511222119384e-4,3.828010858231999e-4,2.1912432155908672e-4,5.315610818640586e-4,1.6877044012633812e-4,1.3597690890787823e-5,3.43217421330406e-4,3.704128031119817e-4
825,3.5895766247310364e-4,3.8561512037017147e-4,2.1964197183576924e-4,5.342299665495113e-4,1.7137484165869862e-4,1.3629813515979668e-5,3.45327848957124e-4,3.725874759890833e-4
826,3.6111098885381577e-4,3.886201411162167e-4,2.2015541107378754e-4,5.368998203607963e-4,1.7400772370286004e-4,1.366167482649098e-5,3.474493140273248e-4,3.747726636803067e-4
827,3.6327515101328833e-4,3.906977805317322e-4,2.206647436060088e-4,5.395705655818236e-4,1.7720259822350418e-4,1.3693281296665032e-5,3.495818697166233e-4,3.769684323099534e-4
828,3.654502081962832e-4,3.9363103257245783e-4,2.2117008025757532e-4,5.415159180391504e-4,1.8029189083712763e-4,1.3724639803721194e-5,3.51725568392562e-4,3.791748480000044e-4
829,3.676362192189608e-4,3.956767970416817e-4,2.2167153846115265e-4,5.435049538080655e-4,1.8207843791099844e-4,1.3755757634906609e-5,3.5388046158405423e-4,3.813919768538674e-4
830,3.6983324244580824e-4,3.9810421271000714e-4,2.2216924236944524e-4,5.461758841635816e-4,1.8482641505807552e-4,1.3786642494478323e-5,3.5604659995132993e-4,3.8361988494028655e-4
831,3.720413357669831e-4,4.005967832126509e-4,2.2266332296464042e-4,5.484857622186226e-4,1.876034471611346e-4,1.3817302510494798e-5,3.582240332564883e-4,3.858586382774779e-4
832,3.7426055657609404e-4,4.026957689334933e-4,2.2315391816440453e-4,5.50076895422829e-4,1.9040964172503116e-4,1.3847746241393459e-5,3.6041281033470055e-4,3.881083028174875e-4
833,3.7649096174854126e-4,4.045980483412713e-4,2.2364117292406304e-4,5.516651819300371e-4,1.9444902448251809e-4,1.3877982682331462e-5,3.626129790662098e-4,3.9036894443087274e-4
834,3.787326076204215e-4,4.068274718147326e-4,2.2412523933454108e-4,5.537388465445264e-4,1.9893656386151941e-4,1.3908021271263357e-5,3.648245863491581e-4,3.9264062889168486e-4
835,3.8098554996812467e-4,4.0845824869360363e-4,2.246062767156542e-4,5.564039869949291e-4,2.0350251990138753e-4,1.3937871894730213e-5,3.670476780733945e-4,3.9492342186285486e-4
836,3.832498439886669e-4,4.102580253349555e-4,2.2508445170429264e-4,5.59169808463425e-4,2.0649766374860955e-4,1.3967544893331866e-5,3.69282299095335e-4,3.9721738888199876e-4
837,3.8552554428084056e-4,4.142831406286358e-4,2.255599383370299e-4,5.621794181101211e-4,2.0815837200135716e-4,1.3997051066853183e-5,3.715284932139874e-4,3.9952259534769375e-4
838,3.878127048272981e-4,4.161644074199456e-4,2.2603291812667268e-4,5.651908730022827e-4,2.0982629365722972e-4,1.4026401679014316e-5,3.737863031482838e-4,4.018391065063124e-4
839,3.901113789776235e-4,4.1937929406042553e-4,2.265035801322273e-4,5.67066704058745e-4,2.1433661901222977e-4,1.4055608461812475e-5,3.76055770515811e-4,4.0416698743943596e-4
840,3.9242161943250464e-4,4.2170828172802727e-4,2.269721210217505e-4,5.697325368874983e-4,2.1759217182965013e-4,1.4084683619422092e-5,3.783369358130826e-4,4.065063030519267e-4
841,3.947434782291064e-4,4.2332531306517817e-4,2.274387451275232e-4,5.723982771781532e-4,2.1993174122033582e-4,1.4113639831618631e-5,3.806298383974878e-4,4.0885711806072503e-4
842,3.97077006727749e-4,4.266700679017561e-4,2.2790366449296264e-4,5.750638480311685e-4,2.2353842440367959e-4,1.414249025668969e-5,3.829345164710593e-4,4.1121949698443873e-4
843,3.994222556000094e-4,4.2913432729452125e-4,2.283670989106668e-4,5.777291726013533e-4,2.261809423285339e-4,1.417124853379584e-5,3.8525100706621353e-4,4.1359350413380525e-4
844,4.017792748183428e-4,4.308062254951313e-4,2.2882927595095352e-4,5.803941741024741e-4,2.2757171816054715e-4,1.4199928784741617e-5,3.8757934603360117e-4,4.159792036030844e-4
845,0.00040414811364737516,4.3242286223989137e-4,2.2929043098024682e-4,5.82288464154966e-4,2.323135155133204e-4,1.4228545615116477e-5,3.8991956803225867e-4,4.1837665926249164e-4
846,4.0652882063698504e-4,4.3403892270691416e-4,2.297508071686289e-4,5.838005582692752e-4,2.3605293594199182e-4,1.4257114114763426e-5,3.922717065222216e-4,4.2078593475174846e-4
847,4.0892144361730866e-4,4.3595497097247116e-4,2.302106554858559e-4,5.8530921599381e-4,2.3809303411681719e-4,1.4285649857531787e-5,3.946357937597769e-4,4.2320709347484043e-4
848,4.113260296958029e-4,4.3788458364213797e-4,2.3067023468511128e-4,5.868144144481594e-4,2.431211028271194e-4,1.4314168900269017e-5,3.970118607955339e-4,4.256401985960719e-4
849,4.137426252565606e-4,4.399120144840162e-4,2.3112981127376312e-4,5.88316130907756e-4,2.4822726470514166e-4,1.4342687781006069e-5,3.9939993747555453e-4,4.2808531303756666e-4
850,4.161712759619705e-4,4.4354368143499054e-4,2.31589659470342e-4,5.898143428040526e-4,2.53412086153841e-4,1.4371223516287647e-5,4.018000524456829e-4,4.3054249947825814e-4
851,4.1861202675695034e-4,4.4760453158072333e-4,2.3205006114696984e-4,5.934281202413248e-4,2.5788833267485875e-4,1.4399793597599674e-5,4.0421223315935064e-4,4.3301182035455004e-4
852,4.2106492187588755e-4,4.5004641656646037e-4,2.3251130575642514e-4,5.951071195688865e-4,2.60541673722971e-4,1.4428415986843326e-5,4.0663650588904424e-4,4.3549333786273086e-4
853,4.235300048524957e-4,4.531239943940574e-4,2.329736902430298e-4,5.965938093514235e-4,2.6224597728657874e-4,1.445710911080515e-5,4.090728957416906e-4,4.3798711396330085e-4
854,4.260073185327459e-4,4.547358996945636e-4,2.3343751893651263e-4,5.980768687857709e-4,2.677124301741963e-4,1.4485891854570802e-5,4.1152142667817514e-4,4.404932103873167e-4
855,4.2849690509112027e-4,4.565532116941097e-4,2.3390310342801137e-4,6.005574080756685e-4,2.732618231814952e-4,1.4514783553830382e-5,4.139821215372899e-4,4.430116886449506e-4
856,4.309988060503639e-4,0.00045910911203978503,2.3437076242734356e-4,6.035845983266515e-4,2.773222794218499e-4,1.4543803986021428e-5,4.164550020643425e-4,4.4554261003638534e-4
857,4.3351306230494816e-4,4.6237484723822135e-4,2.3484082160067478e-4,6.062032369875212e-4,2.7882619509000527e-4,1.4572973360255468e-5,4.1894008894469267e-4,4.4808603566520364e-4
858,4.3603971414850746e-4,4.6607832250710477e-4,2.3531361338771642e-4,6.080740183106552e-4,2.8080094163400156e-4,1.460231230597429e-5,4.214374018425332e-4,4.5064202645448174e-4
859,4.3857880130546557e-4,4.700157068582041e-4,2.3578947679756842e-4,6.107402985788073e-4,2.8283819187643503e-4,1.4631841860281015e-5,4.2394695944518457e-4,4.532106431657466e-4
860,4.411303629671062e-4,4.730655028069427e-4,2.3626875718232973e-4,6.128294422767448e-4,2.848823433764311e-4,1.4661583453891586e-5,4.264687795132146e-4,4.557919464209978e-4
861,4.4369443783233854e-4,4.743935605721429e-4,2.367518059875998e-4,6.145990539100403e-4,2.8989574461688185e-4,1.469155889565219e-5,4.2900287893668634e-4,4.5838599672799073e-4
862,4.4627106415345743e-4,4.770222159649479e-4,2.3723898047901167e-4,6.176765598076768e-4,2.9526666312077956e-4,1.4721790355569382e-5,4.3154927379788805e-4,4.609928545090268e-4
863,4.488602797871473e-4,4.7860295009891134e-4,2.3773064344393452e-4,6.213926053171851e-4,2.99185601661427e-4,1.475230034629931e-5,4.34107979440848e-4,4.636125801334466e-4
864,4.514621222510442e-4,4.8026545149268234e-4,2.3822716286751416e-4,6.240520990173582e-4,3.030696235038313e-4,1.4783111703044515e-5,4.366790105479997e-4,4.6624523395408875e-4
865,4.5407662878615973e-4,4.821330227461444e-4,2.387289115822356e-4,6.25728517879158e-4,3.047183390584776e-4,1.4814247561807653e-5,4.3926238122435205e-4,4.688908763479674e-4
866,4.5670383642547487e-4,4.8420853790765616e-4,2.392362668902187e-4,6.283797798477909e-4,3.0591473724651136e-4,1.4845731335953164e-5,4.418581050895217e-4,4.71549567761428e-4
867,4.593437820690407e-4,4.880877384247903e-4,2.3974961015749396e-4,6.320207714426027e-4,3.0711159019156895e-4,1.4877586691030186e-5,4.444661953780105e-4,4.7422136876007086e-4
868,4.619965025659408e-4,4.935527820795968e-4,2.4026932637954688e-4,6.346734750592536e-4,3.083088796605281e-4,1.4909837517812544e-5,4.4708666504812824e-4,4.7690634008375334e-4
869,4.646620348034288e-4,4.980159348899432e-4,2.4079580371745086e-4,6.373242932891406e-4,3.116509827526723e-4,1.4942507903513625e-5,4.497195268999152e-4,4.7960454270694244e-4
870,4.67340415803674e-4,4.99575637261576e-4,2.4132943300398822e-4,6.418366355544225e-4,3.15482035194237e-4,1.4975622101138876e-5,4.5236479370253514e-4,4.8231603790481286e-4
